;PlayerReplayID;AC_FRAME;Race;NumberOfBuildings;NumberOfWorkers;NumberOfAttackUnits;NumberOfAttacks;RatioAttackToNon;exp_feature1;exp_feature2;exp_feature3;exp_feature4;exp_feature5;exp_feature6;exp_feature7;exp_feature8;exp_feature9;exp_feature10;exp_feature11;exp_feature12;exp_feature13;Results1;Results2;Results3;Results4;;Time
16292;196;4813;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:03:22
16293;196;5043;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:03:32
16294;196;5283;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:03:42
16295;196;5538;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:03:53
16296;196;5768;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:02
16297;196;6038;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:14
16298;196;6248;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:22
16299;196;6493;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:33
16300;196;6728;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:43
16301;196;6968;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;0:04:53
16302;196;7223;2;3;5;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;0:05:03
16303;196;7478;2;3;5;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;0:05:14
16304;196;7681;2;3;5;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;0:05:23
16305;196;7933;2;3;5;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;0:05:33
16306;196;8168;2;3;5;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;0:05:43
16307;196;8433;2;3;5;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:05:54
16308;196;8650;2;3;5;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:03
16309;196;8902;2;3;5;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:14
16310;196;9128;2;3;5;2;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:23
16311;196;9364;2;3;5;3;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:33
16312;196;9608;2;3;5;3;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:44
16313;196;9843;2;3;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:06:53
16314;196;10083;2;3;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:03
16315;196;10323;2;3;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:14
16316;196;10569;2;3;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:24
16317;196;10821;2;3;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:34
16318;196;11044;2;4;5;4;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:44
16319;196;11283;2;4;5;4;5;0.02;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:07:54
16320;196;11521;2;4;5;4;5;0.06;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:04
16321;196;11762;2;5;5;4;5;0.08;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:14
16322;196;12003;2;5;5;4;5;0.08;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:24
16323;196;12241;2;5;5;4;8;0.08;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:34
16324;196;12488;2;5;5;4;8;0.09;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:44
16325;196;12724;2;5;5;4;11;0.11;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:08:54
16326;196;12973;2;5;5;4;12;0.12;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:05
16327;196;13203;2;5;5;4;12;0.17;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:15
16328;196;13445;2;5;5;4;15;0.2;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:25
16329;196;13690;2;5;5;4;16;0.22;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:35
16330;196;13923;2;5;5;4;16;0.23;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:45
16331;196;14161;2;5;5;4;17;0.24;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:09:55
16332;196;14408;2;5;5;4;17;0.25;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:10:05
16333;196;14658;2;5;5;4;17;0.24;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:10:16
16334;196;14893;2;5;5;4;17;0.23;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:10:25
16335;196;15137;2;5;5;4;17;0.22;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;0:10:36
16336;196;15389;2;5;5;4;17;0.22;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:10:46
16337;196;15641;2;5;5;4;17;0.21;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:10:57
16338;196;15852;2;5;5;4;17;0.21;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:06
16339;196;16104;2;6;5;4;17;0.2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:16
16340;196;16328;2;6;5;4;17;0.2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:26
16341;196;16569;2;6;5;4;17;0.19;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:36
16342;196;16841;2;6;5;4;17;0.19;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:47
16343;196;17051;2;6;5;4;17;0.18;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:11:56
16344;196;17298;2;6;5;4;17;0.18;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:07
16345;196;17555;2;6;5;4;17;0.17;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:17
16346;196;17765;2;6;5;4;17;0.17;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:26
16347;196;18006;2;6;5;4;17;0.17;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:36
16348;196;18242;2;6;5;4;17;0.16;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:46
16349;196;18517;2;7;5;4;17;0.16;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:12:58
16350;196;18727;2;7;5;4;17;0.15;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:13:07
16351;196;18963;2;7;5;4;17;0.15;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:13:16
16352;196;19229;2;7;5;4;17;0.14;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:13:28
16353;196;19481;2;7;5;4;17;0.14;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:13:38
16354;196;19693;2;7;5;4;17;0.14;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:13:47
16355;196;19927;2;7;5;4;17;0.13;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:13:57
16356;196;20173;2;8;5;4;17;0.13;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:07
16357;196;20402;2;8;5;4;17;0.13;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:17
16358;196;20677;2;8;5;4;17;0.12;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:28
16359;196;20887;2;9;5;4;17;0.12;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:37
16360;196;21134;2;9;5;4;17;0.12;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:48
16361;196;21364;2;9;5;4;17;0.11;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:14:57
16362;196;21621;2;10;5;4;17;0.11;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:15:08
16363;196;21849;2;10;5;4;17;0.11;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:15:18
16364;196;22092;2;10;5;4;17;0.1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:15:28
16365;196;22331;2;10;5;4;17;0.1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:15:38
16366;196;22583;2;10;5;4;17;0.1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:15:48
16367;196;22804;2;11;5;4;17;0.1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:15:58
16368;196;23042;2;11;5;4;17;0.09;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:16:08
16369;196;23302;2;11;5;4;17;0.09;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:16:19
16370;196;23521;2;11;5;4;17;0.09;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:16:28
16371;196;23773;2;11;5;4;17;0.09;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:16:38
16372;196;24005;2;11;5;4;17;0.08;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:16:48
16373;196;24257;2;11;5;4;17;0.08;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:16:59
16374;196;24509;2;11;5;4;17;0.08;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:09
16375;196;24725;2;11;5;4;17;0.08;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:18
16376;196;24974;2;11;5;4;17;0.08;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:29
16377;196;25222;2;11;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:39
16378;196;25442;2;12;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:49
16379;196;25682;2;12;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:17:59
16380;196;25939;2;12;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:18:09
16381;196;26191;2;12;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:18:20
16382;196;26437;2;12;5;4;17;0.07;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:18:30
16383;196;26647;2;12;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:18:39
16384;196;26885;2;12;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:18:49
16385;196;27125;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:18:59
16386;196;27377;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:19:10
16387;196;27603;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:19:19
16388;196;27855;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:19:30
16389;196;28087;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:19:40
16390;196;28324;2;13;5;4;17;0.06;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:19:50
16391;196;28573;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:00
16392;196;28819;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:10
16393;196;29054;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:20
16394;196;29285;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:30
16395;196;29549;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:41
16396;196;29787;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:20:51
16397;196;30014;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:21:01
16398;196;30246;2;13;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:21:10
16399;196;30489;2;14;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:21:21
16400;196;30722;2;14;5;4;17;0.05;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:21:30
16401;196;30977;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:21:41
16402;196;31217;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:21:51
16403;196;31457;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:01
16404;196;31709;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:12
16405;196;31941;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:21
16406;196;32193;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:32
16407;196;32429;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:42
16408;196;32641;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:22:51
16409;196;32887;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:01
16410;196;33139;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:12
16411;196;33375;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:22
16412;196;33627;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:32
16413;196;33857;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:42
16414;196;34109;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:23:53
16415;196;34321;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:24:01
16416;196;34597;2;14;5;4;17;0.04;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:24:13
16417;196;34807;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:24:22
16418;196;35059;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:24:32
16419;196;35285;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:24:42
16420;196;35545;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:24:53
16421;196;35787;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:03
16422;196;36039;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:14
16423;196;36253;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:23
16424;196;36505;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:33
16425;196;36739;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:43
16426;196;36985;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:25:53
16427;196;37237;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:04
16428;196;37447;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:13
16429;196;37683;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:23
16430;196;37951;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:34
16431;196;38161;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:43
16432;196;38413;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:26:53
16433;196;38671;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:27:04
16434;196;38881;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:27:13
16435;196;39133;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:27:24
16436;196;39361;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:27:33
16437;196;39601;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:27:43
16438;196;39843;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:27:53
16439;196;40095;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:04
16440;196;40351;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:15
16441;196;40561;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:24
16442;196;40813;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:34
16443;196;41047;2;14;5;4;17;0.03;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:44
16444;196;41315;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:28:55
16445;196;41525;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:29:04
16446;196;41777;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:29:15
16447;196;42001;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:29:24
16448;196;42253;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:29:35
16449;196;42491;2;15;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:29:45
16450;196;42747;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:29:55
16451;196;42965;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:04
16452;196;43217;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:15
16453;196;43461;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:25
16454;196;43720;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:36
16455;196;43930;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:45
16456;196;44169;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:30:55
16457;196;44421;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:31:06
16458;196;44653;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:31:15
16459;196;44905;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:31:26
16460;196;45123;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:31:35
16461;196;45361;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:31:45
16462;196;45611;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:31:56
16463;196;45863;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:32:06
16464;196;46089;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:32:16
16465;196;46349;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:32:27
16466;196;46577;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:32:36
16467;196;46810;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:32:46
16468;196;47062;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:32:57
16469;196;47314;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:07
16470;196;47521;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:16
16471;196;47771;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:26
16472;196;48027;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:37
16473;196;48279;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:48
16474;196;48489;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:33:56
16475;196;48723;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:34:06
16476;196;48985;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:34:17
16477;196;49237;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:34:28
16478;196;49479;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:34:38
16479;196;49697;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:34:47
16480;196;49945;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:34:58
16481;196;50197;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:08
16482;196;50406;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:17
16483;196;50641;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:27
16484;196;50909;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:38
16485;196;51121;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:47
16486;196;51371;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:35:58
16487;196;51605;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:36:07
16488;196;51842;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:36:17
16489;196;52112;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:36:29
16490;196;52333;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:36:38
16491;196;52562;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:36:48
16492;196;52811;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:36:58
16493;196;53067;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:09
16494;196;53306;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:19
16495;196;53525;2;16;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:28
16496;196;53761;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:38
16497;196;54012;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:48
16498;196;54264;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:37:59
16499;196;54510;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:38:09
16500;196;54721;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:38:18
16501;196;54961;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:38:28
16502;196;55209;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:38:39
16503;196;55446;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:38:49
16504;196;55706;2;17;5;4;17;0.02;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:39:00
16505;196;55958;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:39:10
16506;196;56187;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0:39:20
16507;196;56405;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:39:29
16508;196;56657;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:39:40
16509;196;56915;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:39:50
16510;196;57125;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:39:59
16511;196;57377;2;17;5;4;17;0.01;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;0:40:10
